gender,speed,volume,pitch,english,prompt_class_num
0,0,0,0,I need a voice that has a expected pitch and a mid-range amplitude volume. Can you help me locate one?,0-0-0-0
0,0,0,0,"The natural range of this speech remains stable, despite changes in tone.",0-0-0-0
0,0,0,0,Could you please share a voice with me that has a ordinary tone?,0-0-0-0
0,0,0,0,"Using a mid-range pitch and proceeding at a usual tempo tempo, the speaker effectively delivered the presentation.",0-0-0-0
0,0,0,0,"Despite the microphone malfunctioning, the speaker maintained a consistent typical amplitude volume.",0-0-0-0
0,0,0,0,Is it possible to generate a voice that accurately matches the gender of a males?,0-0-0-0
0,0,0,0,The lecturer's everyday speech was informative. I'm seeking a voice with a uncle identity; could you assist me with that?,0-0-0-0
0,0,0,0,I'm looking for a uncle voice that speaks at a balanced tempo rate.,0-0-0-0
0,0,0,0,"The perfect voice for my needs would have a usual pitch like in the speech, and a everyday volume with a par for the course speaking rate.",0-0-0-0
0,0,0,0,"When developing the voice, could you ensure it is tailored to the he of the speaker, has a usual that remains constant, and speaks at a by default pace?",0-0-0-0
0,0,0,0,"I require a voice that is in line with the gender of gentleman, is that something you can do?",0-0-0-0
0,0,0,0,"This speech featured a mid-range, typical volume, and typical that remained constant from beginning to end.",0-0-0-0
0,0,0,0,"I'm seeking a voice that has a par for the course tone and speaks at a mid-range speed rate, can you create that for me?",0-0-0-0
0,0,0,0,This speech was delivered with typically by the lecturer and had a pitch in the medium range.,0-0-0-0
0,0,0,0,The central pace at which the lecturer spoke was impressive.,0-0-0-0
0,0,0,0,I am in need of a speaker with a intermediate tone that matches what I am seeking.,0-0-0-0
0,0,0,0,Could you please share a voice with me that has a medium tone?,0-0-0-0
0,0,0,0,It would be appreciated if you could speak at a volume of not too loud.,0-0-0-0
0,0,0,0,"I would like you to create a voice that has a run-of-the-mill, usual, and par for the course that match my specifications.",0-0-0-0
0,0,0,0,"I need your help in forming a voice that exhibits both a boys-related sound and normal-pitched pitch, could you assist me?",0-0-0-0
0,0,0,0,"I need a voice that speaks at a normally speed, one that is distinctly father-in-law-sounding and using the preferred average-pitched pitch while varying in balanced.",0-0-0-0
0,0,0,0,Clear expression of ideas was made by males.,0-0-0-0
0,0,0,0,Can you provide me with a manfulness-sounding voice that has a specific typical volume-level volume?,0-0-0-0
