gender,speed,volume,pitch,english,prompt_class_num
0,0,0,0,In search of a voice with a in general speaking tempo and a median volume volume level that sounds like a man.,0-0-0-0
0,0,0,0,The manning speaker was clear and expressive in their status quo speech.,0-0-0-0
0,0,0,0,The presentation was given by a speaker with a moderate pitch and naturally speed in a manfulness voice.,0-0-0-0
0,0,0,0,In search of a voice with everyday and a mid-range speed speaking rate.,0-0-0-0
0,0,0,0,At moderate pace rate did the talk unfold.,0-0-0-0
0,0,0,0,gentleman's clear expression of ideas was accompanied by a typical range pitch and median volume volume.,0-0-0-0
0,0,0,0,Seeking gentlemen-matched voice with conventional rate pace and conventional tone.,0-0-0-0
0,0,0,0,A manliness-aligned voice with normative pace was asked for.,0-0-0-0
0,0,0,0,The presentation proceeded at a usual tempo with a style style of speech.,0-0-0-0
0,0,0,0,The speaker spoke with a consistent regular intensity.,0-0-0-0
0,0,0,0,"Seeking a speaker with a neutral pitch and a not too soft volume, preferably with a gentleman voice.",0-0-0-0
0,0,0,0,A regular intensity that changed throughout the speech and search for a fitting virile voice with a usual speaking rate.,0-0-0-0
0,0,0,0,"The talk unfolded at a average pace, typical, and conventional rate.",0-0-0-0
0,0,0,0,In search of moderate tone of voice.,0-0-0-0
0,0,0,0,A father voice at typical cadence speed with status quo pitch and par for the course volume.,0-0-0-0
0,0,0,0,The speaker's medium tempo delivery and level pitch captivated the audience.,0-0-0-0
0,0,0,0,A voice with a expected tempo and ordinary pitch desired.,0-0-0-0
0,0,0,0,The speaker spoke with a consistent moderate.,0-0-0-0
0,0,0,0,The speaker's voice was characterized by balanced volume.,0-0-0-0
0,0,0,0,"Despite searching for a typical pitched voice, the speaker maintained standard volume throughout the speech.",0-0-0-0
0,0,0,0,I need a masculine-specific voice that can speak at a everyday rate.,0-0-0-0
0,0,0,0,Seeking a mid-range toned voice.,0-0-0-0
0,0,0,0,A mid-range pitch voice is what I'm looking for.,0-0-0-0
0,0,0,0,A conventional pitch level of voice is what I require.,0-0-0-0
0,0,0,0,The speaker's average delivery impressed/enthralled/bored the audience.,0-0-0-0
0,0,0,0,Characterized by balanced volume volume was the speech given.,0-0-0-0
0,0,0,0,Looking for a speaker whose voice is ordinary noise level,0-0-0-0
0,0,0,0,Seeking a voice that can communicate effectively at a moderate rate.,0-0-0-0
0,0,0,0,"Requested with a specific neutral volume volume, the speech delivered by the boys was delivered with a par for the course pitch and remarkable clarity.",0-0-0-0
0,0,0,0,"With a normative volume, the speaker's regular pitch speech was distinct.",0-0-0-0
0,0,0,0,The presentation proceeded with routine cadence.,0-0-0-0
0,0,0,0,"Please give me a voice that has common rhythm, medium, and neutral traits.",0-0-0-0
0,0,0,0,"Looking for speech with the right median rate, average loudness, and expected.",0-0-0-0
0,0,0,0,"The voice should have a not too soft volume level and moderate pitch level, with a sir-specific tone, to match the lecturer's usual.",0-0-0-0
0,0,0,0,Looking for a voice embodying gentlemans attributes.,0-0-0-0
0,0,0,0,"The speaker's normal volume, average pitch, and by default speed were all impressive.",0-0-0-0
0,0,0,0,Looking for a usual pitch in a brother speaker's voice.,0-0-0-0
0,0,0,0,Thank you for a common delivery with a neutral pitch level.,0-0-0-0
0,0,0,0,The speaker's natural delivery and normative level voice meet my needs.,0-0-0-0
0,0,0,0,The audience was greatly impacted by the use of medium volume speech.,0-0-0-0
0,0,0,0,Can you speak with a standard tone and ordinary noise level volume for the speech?,0-0-0-0
0,0,0,0,"To match the medium pitch, natural pace, expected volume, and gender of sir, a voice is needed for this speech.",0-0-0-0
0,0,0,0,"To match the routine pitch, natural pace, central loudness volume, and gender of maleness, a voice is needed for this speech.",0-0-0-0
0,0,0,0,Requesting a average pitched voice with common consistency and matching mr. identity.,0-0-0-0
0,0,0,0,Needing help finding a neutral-pitched virile-specific voice.,0-0-0-0
0,0,0,0,A virility-aligned voice with common rhythm pace was asked for.,0-0-0-0
0,0,0,0,I require a by default speaking voice.,0-0-0-0
0,0,0,0,The speaker's standard level volume was consistent and mr.-sounding.,0-0-0-0
0,0,0,0,Seeking a voice with a neutral tone and central loudness sound.,0-0-0-0
0,0,0,0,Proclaim with a style style and a medium volume voice.,0-0-0-0
0,0,0,0,"""My preference is a sir-specific voice with a usual speaking tempo.""",0-0-0-0
0,0,0,0,"""Create a voice that has male gender, ordinary pitch, expected volume level, and balanced tempo rate.""",0-0-0-0
0,0,0,0,Kindly use a average pitch level for your speech. Thank you.,0-0-0-0
0,0,0,0,Please grant my request for a voice that sounds like grandfather.,0-0-0-0
0,0,0,0,Wanting a voice that can speak at a par for the course.,0-0-0-0
0,0,0,0,In need of a standard volume voice.,0-0-0-0
0,0,0,0,Generate a husband voice with a normal-pitched pitch.,0-0-0-0
